,artist_name,track_name,track_id,track_popularity,artist_id,song_length_ms
975,Andrew Gold,Thank You for Being a Friend - 2020 Remaster,3ZIWRuFkRSkGuelVCI6ETh,5,5fmvGUlMVgmnCn45f1he7d,282453
976,Marca MP,Mil Gracias Por Existir,1HAvMItHMFRlnrbOXZBL8X,69,44mEtidu0VdRkIqO4IbkNa,225541
977,Paul Carrack,"What's Going On - Live in Holland, 2012",5I0ZLShyskrNeaavnl3sLD,9,0FFuvdY7fuiuTmHN9unYoz,233109
978,Brent Faiyaz,Been Away,5PvVkf1Yuq3XyMqqjPiKPd,65,3tlXnStJ1fFhdScmQeLpuG,223629
979,RDJR,Did Not Make Stems (Outro 2020) [Bonus Track],2ybue2BF8zfxkdcgHtWwfv,11,0O4qjqi93cEqShadvu3ygv,123160
980,Phoebe Bridgers,Garden Song,5bIgzvxvlefRUCQK9JPocF,67,1r1uxoy19fzMxunt3ONAkG,219681
981,Christy Moore,The Raggle Taggle Gypsy; Tabhair Dom Do Lámh - Remastered 2020,1uGYAMruf0LnXZI0KPALju,9,3Ebn7mKYzD0L3DaUB1gNJZ,261546
982,Juice WRLD,Fighting Demons,0440JCJyIAmINA8KcYgFb5,66,4MCBfE4596Uoi2O4DtmEMz,200628
983,David Nevue,A Thousand Years and After,0OzrbatEPZFVGZNJPoN2tR,1,7zbq3gjHu4JAiMV7dWbUdv,186505
984,Lil Tecca,Our Time,2WxUIiq06XXPYWl9YcRJnD,68,4Ga1P7PMIsmqEZqhYZQgDo,98413
985,Titobeats,Happy New Year 2021 - Instrumental,05l9VYIDq7lYaAw6HxQBVl,1,0QF82eXfMSaP9iePLe59BM,190667
986,TOMORROW X TOGETHER,Blue Hour,3ObPkJQAgjAhTwYvDhPrAW,72,0ghlgldX5Dd6720Q3qFyQB,209105
987,Pete Yorn,"Lose You - Live from the musicforthemorningafter Quarantine Livestream - July 25th, 2020",3KDiZD7brQXdKT9tWEKPxV,2,5l2EAkfckNPYZbEDbQtEkO,316626
988,Tems,Free Mind,2mzM4Y0Rnx2BDZqRnhQ5Q6,67,687cZJR45JO7jhk1LHIbgq,247578
989,Aly & Fila,Somebody Loves You (with Plumb),2inBkyRhXyvSmzq7V4HVnx,11,2hL1EouqXLtBEB6JKnPF0h,250285
990,FLETCHER,Bitter,5Z0AM9HW78XIyZqF2BPasr,67,5qa31A9HySw3T7MKWI9bGg,194749
991,Bogdan Vix,Stay (FYHYM2020),6qoYUScvvc6mE2Lt595TIR,5,6fMpfNgqaXdCWbsnXS9hCo,73000
992,Koe Wetzel,Kuntry & Wistern,1deRJz00Ey3FMbBbH1qEvS,62,1Tie3AZgLQZqYEp8Fv4zOZ,241972
993,Omnia,NVRLND (FYHYM2020),1vM7L8PWKH1pAm71ME60l1,4,0XZkeCAlpiO5qcIlAJzZaA,60000
994,42 Dugg,Not A Rapper,3iJzFCok0A0qvOaADTAyq5,63,45gHcnDnMC15sgx3VL7ROG,107771
995,Luke Bond,Walk Away (FYHYM2020),2sEKRPE17h3udhln7kFg5S,4,13jm4r5O79Vxjy3zzZ51j0,59906
996,Mac Miller,Woods,3Qa944OTMZkg8DHjET8JQv,66,4LLpKhyESsyAXpc4laK94U,286386
997,Om Zone,Ohm Meditation,46B0nZzZOZPku3sGyYS0Vh,6,4ru2P4zXfMP4uGqhMk1diM,283998
998,Giveon,Favorite Mistake,4rHIfYRQw6ittRQXAlurk0,66,4fxd5Ee7UefO4CUXgwJ7IP,172907
999,Paul Carrack,"The Living Years - Live at Symphony Hall, Birmingham, 2017",2FhSjLhwayJWpF7y8Rbuqj,7,0FFuvdY7fuiuTmHN9unYoz,344926
